customerId,name,phone_number,address,DOB,customer_since,gender,point,remaining_point
857,Brian Taylor,612-6948-001,"88545 Jones Avenue Apt. 294 Jeremyborough, NC 05841",1949-05-28,2021-09-26,M,1095,1095
858,Daniel Dillon,526-4550-515,Unit 6596 Box 4997 DPO AP 24326,2001-12-07,2023-11-10,F,1243,1243
859,Jorge Cortez,488-3569-775,"5048 Shane Pike Kellybury, CO 84324",1995-10-24,2022-10-28,M,1045,1045
860,Robert Thornton,763-8750-569,USNS Patel FPO AP 28046,1996-10-07,2024-11-12,F,1189,1189
861,John White,789-3907-671,USCGC Jackson FPO AP 12252,1970-04-03,2024-02-06,F,1132,1132
862,Lisa Clark,838-6673-121,"5049 Michael Terrace South Megan, NJ 99319",1983-12-31,2024-05-13,M,1031,1031
863,Shane Combs,033-8416-401,"28890 Jenny Groves Suite 810 North Jamesberg, LA 70042",2005-03-20,2021-06-10,M,1221,1221
864,Andrew Harris,626-5401-870,"2119 Hampton Lakes Scotttown, KS 21764",1992-07-22,2025-02-14,F,1052,1052
865,Nicole Young,238-2099-359,"23756 Scott Coves Tylerside, AR 79477",1981-05-01,2025-02-05,M,997,997
866,Diana Scott,589-5039-632,"268 Brittany Shoal Ortegaport, MT 84269",1956-07-18,2024-01-26,M,1527,1527
867,Jeremiah Payne,054-8781-753,"7518 Stephanie Way Suite 424 Marissaton, MH 72158",1994-04-01,2024-02-15,F,1012,1012
868,Heidi Zhang,230-2305-251,Unit 2558 Box 3944 DPO AP 80148,1950-03-12,2022-08-16,M,1312,1312
869,Catherine Sanchez,192-0649-819,Unit 1354 Box 7973 DPO AP 63757,1955-07-06,2024-10-15,F,1349,1349
870,Jennifer Ramos,607-8662-614,USNS Cook FPO AP 28130,1953-12-12,2020-11-27,M,1043,1043
871,Sara Norris,365-6151-916,"660 Smith Manors Huberside, AR 04282",1976-05-15,2020-07-01,F,1091,1091
872,Carlos Martin,220-9782-699,"1244 Kelley Extension Suite 867 Trevorburgh, TX 99730",1953-03-22,2024-05-21,M,922,922
873,Peter Santiago,956-7473-382,"3635 Stephanie Plains Suite 249 Levyshire, CA 49694",1956-07-11,2023-05-11,M,1288,1288
874,Cameron Stevens,105-0894-802,"7504 Molina Fields Lake Emma, GU 20496",1994-12-08,2021-06-20,F,1194,1194
875,Michael Johnson,888-6441-965,"75582 Anthony Plaza New Mike, SD 51790",1945-06-25,2022-09-16,M,1130,1130
876,Robert Gardner,490-3587-383,"5763 Crystal Flat Williamsonhaven, IL 16685",1999-11-04,2022-12-02,M,1137,1137
877,Michele Aguilar,916-6552-097,"979 William Flat Apt. 621 Turnermouth, NM 93022",1945-05-19,2021-12-31,M,1284,1284
878,Mark Jones,755-6126-226,"2946 Burton Route Port Timothy, ME 49812",1968-01-05,2020-06-11,M,1282,1282
879,Christopher Cook,492-0681-887,"55284 Bailey Union Cochranshire, NM 32823",1958-04-23,2021-01-28,M,1077,1077
880,Shannon Armstrong,542-0949-522,"35435 Meredith Forges Richardfurt, OH 07602",1994-09-27,2024-11-20,M,1200,1200
881,Johnny Smith,981-2183-473,"6937 Roach Brooks Jeremyport, KS 20007",1962-01-26,2025-02-27,M,1302,1302
882,Erin Turner,221-0335-764,"86706 Jones Spring New Rhonda, MT 33253",2005-08-27,2024-10-27,M,917,917
883,Alejandro Stevens,549-8737-950,"5499 Jeffrey Glen Jacobfurt, MH 86863",1951-08-08,2023-03-31,M,1342,1342
884,Jennifer Phillips,208-1930-554,"7584 Lopez Turnpike Suite 427 South Tanya, AK 07252",2000-02-05,2021-11-29,F,1038,1038
885,Abigail Horton,318-0090-142,"8821 White Centers Lake Heather, PA 55511",2007-09-22,2020-07-27,F,1284,1284
886,Adam Wilson,483-0003-681,"4033 Harvey Rapids Mccallland, IA 09159",1991-07-31,2024-10-29,M,987,987
887,Willie Thomas,195-1799-768,"09958 Day Shoal Schmidtport, LA 35003",1989-08-10,2023-09-03,F,843,843
888,Stephanie Hughes,247-0125-635,"593 Jenkins Courts East Brandi, FL 28370",2003-03-20,2021-11-27,M,1197,1197
889,David Morales,129-5693-556,"7030 Wayne Fields South Samuel, OK 80530",1974-01-11,2024-09-20,F,1473,1473
890,Michael Ibarra,175-2660-127,Unit 0559 Box 2473 DPO AA 23315,1979-09-10,2021-01-03,M,1377,1377
891,John Richards,797-1941-096,"7761 Robert Springs Apt. 722 New Cynthiaville, CO 20070",1978-07-27,2023-09-01,F,1283,1283
892,Jill Dennis,155-8795-297,"06924 Michael Ville Jenniferville, MT 81453",1950-08-29,2024-07-04,M,887,887
893,Ryan Bonilla,363-2633-173,"67666 Albert Locks Apt. 952 Kennethmouth, IN 74169",1995-01-01,2020-06-09,M,1410,1410
894,David Williamson,833-3719-658,"905 Wall Road Apt. 593 Carolynburgh, MS 13227",1966-10-09,2024-10-28,M,892,622
895,Stephanie Smith,112-7165-940,"577 Austin Drives Apt. 594 Ruizhaven, KY 41630",1980-11-24,2022-12-07,F,1236,1236
896,Deanna Hatfield,813-4644-219,Unit 7270 Box 3879 DPO AA 76542,1964-08-31,2024-07-10,M,1204,1204
897,Alison Jimenez,779-0790-324,"53987 Walsh Freeway West Judy, IL 91931",1993-12-28,2020-11-01,F,1036,1036
898,Carol Smith,291-9344-395,"97339 Campbell Ramp Apt. 573 Michaelside, MA 86099",1971-09-07,2022-11-13,F,1290,1290
899,Nathaniel Whitney,099-1339-711,USNV Pacheco FPO AA 88852,1952-05-09,2020-06-10,F,1067,1067
900,Kelly Jacobs,514-4994-358,"5275 Robinson Freeway Apt. 621 Michellehaven, WY 61431",2006-12-20,2024-04-18,F,932,932
901,Keith Cunningham Jr.,591-3467-926,"8683 John Island Suite 237 North Brookestad, ID 77291",1994-11-19,2024-10-14,M,1125,1125
902,Brandon Reese,753-7679-361,"04446 Zachary Flats Apt. 816 Angelabury, KY 21425",1965-01-22,2024-11-11,M,1360,1360
903,Rachel Williams,182-0123-628,"766 Kyle Ridge Harrischester, UT 14939",2002-01-10,2024-08-22,F,1483,1483
904,Deborah Johnson,656-1059-840,Unit 1488 Box 5492 DPO AA 41081,2002-10-17,2020-11-18,M,1195,1195
905,Tyler Montoya,501-4065-826,"911 Fleming Plains Cabrerafort, CO 60291",1976-05-23,2023-06-16,M,1054,1054
906,James Edwards,301-7540-177,"063 Jason Isle Apt. 404 Billyhaven, ME 21925",1977-09-28,2022-06-22,M,1260,1260
907,Samantha Hayes,367-1878-805,"7315 Matthew Roads Suite 186 New Thomasbury, MA 59706",1962-10-07,2022-12-17,M,1140,1140
908,Mallory Jackson,430-0607-263,"8100 Robinson Knoll East Samanthaview, WA 03271",2006-11-18,2022-03-16,M,1202,1202
909,Dawn Watts,735-9712-568,"PSC 7616, Box 8552 APO AE 44646",1956-07-18,2021-06-24,F,1228,1028
910,Tiffany Weaver DVM,574-4069-921,"4136 Henson Square Lake Markport, WY 72506",2004-11-21,2020-12-16,F,1428,1428
911,Alicia Keller,590-0572-799,"8481 Jenna Streets Johnville, KY 80639",1961-11-29,2025-02-22,F,1053,1053
912,Ashley Leblanc,405-5004-801,"9922 Kimberly Point North Richardfort, AS 61528",1999-06-11,2024-08-23,F,1230,1230
913,Mr. Brandon Jackson Jr.,720-3665-264,"PSC 6422, Box 6112 APO AA 52076",1973-03-23,2020-06-04,M,1161,1161
914,Christopher Shannon,649-1829-059,"11220 Cummings Mount South Donna, UT 10657",2008-07-23,2023-09-01,M,1180,1180
915,Kenneth Robles,429-9482-178,"985 Coleman Manors Suite 744 Jeremyport, MA 92455",1958-03-30,2022-01-18,F,1126,1126
916,Savannah Clark,709-1570-055,USS Acevedo FPO AP 46498,1987-02-15,2022-10-09,M,1074,1074
917,James Johnson,602-1535-779,"3108 Gonzalez Landing Apt. 578 Hillside, OR 78557",1983-08-09,2023-07-16,F,1388,1388
918,Michele Austin,068-9360-550,"204 Wilson Ville Apt. 656 Wilsonville, AZ 69115",1976-01-11,2023-08-05,F,994,994
919,Lindsey Smith,858-8300-805,"85453 Barton Course Suite 720 Duffyport, AK 13157",2001-05-29,2022-08-08,M,996,996
920,Traci Perkins,360-1558-582,"5992 Matthew Oval Suite 607 East Christina, WV 65419",1966-07-22,2023-04-08,M,1017,1017
921,Jamie Hays,285-2957-490,"7230 Smith Pass Suite 954 Lucastown, GA 17169",1973-06-29,2023-04-22,F,958,958
922,Cody Vaughn,343-9195-256,"857 Davis Forest Suite 850 South Abigailchester, MT 84077",1963-11-16,2023-02-16,M,1446,1446
923,Christine Cline,750-0822-239,"064 Carlson Village New Laura, GU 68987",1987-06-05,2024-08-29,F,1187,1187
924,Kelly Floyd,168-5318-667,USNS Moore FPO AE 98787,1991-06-03,2022-09-29,F,1183,1183
925,Leslie Torres,126-2842-286,"92549 James Roads Nathanfurt, LA 16734",1969-06-19,2023-02-08,F,1064,1064
926,Robert Lawrence,426-9317-020,"7474 Amanda Wall Apt. 861 Stevenburgh, AZ 89483",1954-09-19,2020-07-13,M,1509,1509
927,Ruth Thomas,030-1403-464,"08197 Steven Fall Port Ashleychester, UT 28159",1967-07-21,2021-05-23,M,1101,1101
928,Matthew Santiago,043-4844-984,"093 Daisy Manors Apt. 199 Port Jill, MH 26361",1960-02-16,2023-03-25,F,1099,1099
929,Laura Evans,784-7255-184,"5185 Madeline Path Apt. 392 Davidside, VI 60517",1978-11-15,2021-03-01,F,1549,1549
930,Alisha Salazar,914-6915-140,"42162 Juan Circles Annechester, FM 14341",1956-12-11,2025-02-27,F,1399,1399
931,Robert Alexander,275-4060-392,"7041 Casey Bypass Woodbury, PA 04271",1997-11-24,2024-09-22,M,1288,1288
932,Michael Brown,772-4773-025,"741 Shelby Loaf Petermouth, MH 71240",2001-11-02,2025-02-04,M,1084,1084
933,Dr. Patricia Ewing,235-9446-678,"1648 Tammy Spurs Suite 624 New David, AK 43362",1966-02-19,2020-08-24,F,1100,1100
934,Diana Watson,524-5494-988,"9971 Gordon Inlet Apt. 386 Veronicaview, LA 90009",1944-12-19,2022-06-04,M,1450,750
935,Phillip Lane,179-5260-978,"80675 Miller Divide Powellbury, ME 80916",1991-03-08,2021-07-31,M,1323,1323
936,Karen Poole,284-5269-456,"5230 Murphy Branch Mackmouth, MO 63720",1983-05-24,2022-04-30,F,1190,1190
937,Aaron Richmond,095-8615-845,"9986 Jeanette Rest West Adamhaven, AR 86062",1976-02-27,2023-05-02,F,1126,1126
938,Michele Roberson,404-0810-742,"74168 Jones Ways Apt. 244 Santosfurt, DE 14875",1985-06-01,2025-01-08,M,1190,610
939,Elizabeth Lester,389-3653-421,"44269 Charles Well Suite 657 Port Caroline, MP 55556",1958-11-11,2022-07-29,M,1462,1462
940,Jonathan Alexander,120-0850-052,"03253 Malone Parkways North Jeffrey, MO 00847",1952-01-25,2023-07-27,M,1168,1168
941,Joshua West,746-2415-816,"4022 Kimberly Plaza Port Pennyburgh, NE 32214",1973-09-16,2022-06-02,F,1283,1123
942,Nathan Moore,635-2339-440,"1680 Patton Radial Suite 046 South Robertborough, SC 49275",1976-05-11,2022-12-29,F,1200,1200
943,Dennis Chavez,338-2539-137,"74964 Nelson Hollow Garciabury, NC 34134",2001-05-24,2022-09-09,M,1327,1047
944,Steven Brown,716-5548-598,"87705 Michael Plains Solisfort, PR 34396",1946-07-15,2023-09-07,F,1369,1239
945,Joseph Bruce,735-9623-539,Unit 7566 Box 3947 DPO AP 09552,1965-08-04,2023-05-29,M,1297,1297
946,James Scott,730-0906-513,"6680 Vazquez Mountains Suite 266 North Michael, MS 19236",1954-05-05,2022-09-16,F,1370,1370
947,David Steele,971-0294-412,"6252 Michael Circles Apt. 515 Thomasborough, PA 38626",2001-12-23,2022-07-23,M,1080,1080
948,Chad Luna,783-8730-357,"07027 Stacey Passage Jessicaburgh, AK 88505",1968-03-14,2021-07-29,F,1463,1463
949,Jennifer Williams,558-6418-700,"07282 David Harbors Toddtown, NV 00842",1979-06-25,2022-09-21,M,1093,1093
950,Sara Yates,789-0218-495,"34797 Clark Bridge Suite 575 Smithshire, VI 62717",1988-02-29,2023-12-28,M,1097,1097
951,Parker Weaver,870-4680-846,"48402 Gene Ramp Parkerfurt, NH 06805",1961-01-10,2021-02-20,M,1097,1097
952,Tina Clements,736-3580-546,"74793 Gonzales Burg Apt. 520 Carolinehaven, MN 18369",1948-03-03,2024-07-16,M,1403,1203
953,Michael Fuller,965-9249-744,"3189 Trujillo Manor Apt. 649 Jonside, MH 77220",2000-01-29,2020-07-15,F,1074,1074
954,Kenneth Patton,036-3005-381,"6361 Anna Unions Lake Wendychester, AZ 63026",1988-02-24,2020-09-26,M,1155,1155
955,Richard Mccullough,042-4489-685,"PSC 6770, Box 7185 APO AP 46418",1955-10-12,2021-01-14,F,1362,952
956,Christopher Santiago,940-3996-960,"097 Robert Drives North Charlesview, RI 21820",1997-06-03,2021-12-17,F,1151,1151
957,Patricia Stephens,228-7858-861,"3999 Jessica Courts Apt. 482 Andrealand, MS 07285",1946-12-30,2021-05-15,M,1359,1359
958,Matthew Skinner,509-6664-387,"954 Jones Hollow New Derricktown, MT 79781",2007-12-27,2023-08-04,M,1208,1208
959,Kristi Smith,194-8722-020,"PSC 7601, Box 5897 APO AP 29768",1945-07-24,2022-08-03,M,1709,1709
960,Jessica Allen,685-1519-383,"5540 Steven Prairie West Sara, MH 19165",1960-11-14,2022-12-21,F,918,918
961,William Miller,610-7441-249,"840 Angela Turnpike Suite 514 West Roberto, ND 85431",2007-06-28,2021-03-16,F,1012,1012
962,Patrick Burke,248-4050-968,Unit 8832 Box 6457 DPO AA 35049,1972-09-23,2022-06-13,M,877,877
963,Morgan Jensen,234-6175-542,"777 Luna Prairie Tuckerville, MP 03828",1963-10-06,2022-07-25,M,1224,1224
964,Hannah Fischer,793-1752-956,"0727 Hess Rue Suite 463 North Tammy, MH 45012",2000-01-06,2022-11-20,M,1474,1474
965,Edward Reese,064-4951-115,"8197 Jones Parks Apt. 563 North Paulaburgh, PR 34937",1979-10-10,2024-03-20,F,1168,1168
966,Maureen Stephens,175-5020-429,"29526 Lauren Squares Suite 274 Lake Nicholas, AR 84666",1951-09-10,2023-04-09,F,1434,1434
967,Michelle Smith MD,933-5939-583,"6985 Henderson Stravenue Suite 591 Melissashire, WI 23202",1949-04-23,2024-04-24,M,1394,1394
968,Thomas Moore,076-6983-453,USCGC Matthews FPO AA 52900,1954-05-09,2022-02-14,F,1307,1307
969,Sara Williamson,987-2833-808,"28277 Velazquez Valleys Apt. 488 New Marieshire, NE 92388",1947-07-22,2023-06-18,M,1445,1195
970,Eric Dennis,831-0892-046,"06254 Angela Springs Apt. 641 South Jessica, MD 95449",1966-06-24,2023-01-13,M,1325,1325
971,Valerie King,450-1412-181,"9002 Danny Plaza New Kevinhaven, AS 58648",1990-01-02,2024-09-23,F,1428,1428
972,Charles Hall,222-6543-242,"24327 Adams Isle Apt. 603 Perezfurt, SC 60852",1951-08-29,2024-05-08,M,1238,1238
973,Taylor Hammond,505-9331-739,"072 Joel Squares Suite 294 Banksmouth, CA 60721",1962-03-07,2022-09-17,F,1030,460
974,Lisa Wu,091-0825-997,"PSC 5022, Box 0366 APO AA 66957",1974-08-11,2020-06-01,M,1295,1295
975,Melissa Davis,887-7402-678,"991 Christina Isle Apt. 739 Collinsburgh, NY 35678",2004-04-13,2024-08-27,F,887,887
976,Monica Harvey,260-3960-863,"0954 Isaac Mission Suite 724 Davidport, AR 26230",1955-02-13,2024-09-30,F,1378,1378
977,Johnny Mcdonald,867-0059-481,"92489 Padilla Fork Suite 722 Whitehaven, NY 44024",1959-02-17,2023-08-04,F,891,891
978,Roger Watkins,851-9309-091,Unit 8971 Box 3075 DPO AE 30594,1999-10-27,2020-07-18,M,1333,1333
979,Traci Mitchell,225-1702-899,"PSC 5823, Box 1036 APO AE 86980",1953-09-11,2021-03-03,F,966,966
980,Allen Matthews,834-6546-993,"95514 Brewer Parkway North Tiffanyville, NH 74179",1968-04-24,2021-03-09,F,1018,1018
981,Joshua Reed,178-5978-268,"7764 Donna Ville Suite 017 Snyderborough, KY 62338",1970-12-22,2023-10-16,F,879,879
982,Crystal Lane,720-0456-077,"219 Edward Roads Lake Andreaside, VI 87816",1974-05-08,2022-03-11,M,1047,1047
983,George Moore,731-1587-622,"56368 Fox Isle Suite 299 Leahberg, WV 38328",2001-01-19,2025-04-02,F,1225,1225
984,Dylan Payne,342-1947-982,"04831 Edwards Lane Suite 828 Latoyaside, DE 50134",2000-10-12,2024-08-13,M,807,807
985,Heather Harris,561-5803-102,"7352 Joshua Ways Apt. 479 Laurenborough, GU 50060",2007-11-25,2021-03-18,M,1072,1072
986,Catherine Foster,223-5340-347,"11973 Tate Ramp Apt. 759 Connorstad, MI 24214",2006-11-05,2023-07-22,F,1379,1379
987,Isaiah Wood,781-7174-240,"027 Courtney Camp Apt. 749 Lake Heidiburgh, IL 14563",1985-01-30,2020-10-29,M,1068,828
988,Teresa Bray,459-2373-491,"39629 Haynes Spurs Apt. 691 Adamsborough, NH 32090",1957-02-26,2020-08-10,M,1418,1418
989,Cheryl Castillo,404-4403-316,"64868 Robinson Track West Jason, NE 18946",1984-11-11,2020-07-30,M,1293,1293
990,Jacob Brown,506-0432-087,"91441 Walters Ranch North Johnton, NC 49688",1960-04-25,2024-06-25,F,1192,1192
991,Andrew Lewis,277-4211-381,"476 Caldwell Isle North Jessica, MN 58340",1980-07-20,2022-05-11,F,1065,1065
992,Matthew Compton,766-6633-029,"844 Claire Mill Nolanton, PA 92404",2004-11-05,2024-05-08,F,1659,1659
993,Brent Cobb,355-6486-823,"77448 Ware Grove North Hannah, VA 23915",1987-02-21,2024-03-10,F,1217,1217
994,James Black,413-6074-074,"918 Johnson Dam Apt. 279 West Kimberlyton, NY 05305",1966-09-23,2020-12-03,M,1440,1440
995,Madison Garrett,012-0758-766,"06894 William Loop Lake Lindafurt, WA 25423",1996-12-05,2021-05-22,M,1300,1300
996,Heather Duffy,078-0798-026,"69732 Jennifer Fords Apt. 598 Jonesland, ID 44786",1988-09-20,2023-07-11,F,888,888
997,Ashley Ashley,089-3538-280,"30515 Petersen Fork Apt. 833 Jamieview, TX 97903",1955-09-29,2022-06-02,M,1540,1540
998,Michael Mitchell,408-0173-326,"785 Desiree Via Apt. 511 Michaelport, NH 00605",1979-05-26,2022-08-14,F,1147,1147
999,Tracy Baker,487-5181-955,"197 Vargas Pass New Danielle, NY 28430",1988-01-21,2022-08-14,F,1513,1513
1000,Christopher Williams,510-5762-709,USCGC Freeman FPO AE 14667,1999-09-21,2023-12-29,F,1018,1018
